SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL10617,0,8,22,18,16,67,4,71
SAL10618,44,331,286,80,47,782,22,803
SAL10619,4,26,28,15,3,77,4,84
SAL10620,0,0,7,3,3,10,0,10
SAL10621,0,0,0,0,0,0,0,0
SAL10622,5,37,78,33,35,186,7,195
SAL10623,0,14,13,5,3,36,0,36
SAL10624,0,0,4,6,0,10,0,10
SAL10625,6,13,12,17,24,64,5,70
SAL10626,0,30,55,24,17,121,0,123
SAL10627,0,4,22,13,14,47,0,47
SAL10628,0,0,6,0,0,3,0,3
SAL10629,0,7,3,0,0,11,0,11
SAL10630,0,0,6,3,0,16,0,17
SAL10631,0,31,25,8,13,75,0,78
SAL10632,0,18,25,5,0,43,0,43
SAL10633,0,6,7,0,0,14,0,17
SAL10634,0,0,0,6,5,17,0,19
SAL10635,0,0,0,3,0,10,0,10
SAL10636,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0
SAL10638,0,14,37,23,18,88,3,85
SAL10639,87,575,502,154,84,1403,18,1418
SAL10640,0,0,0,0,0,0,0,0
SAL10641,0,5,19,8,4,34,0,34
SAL10642,54,511,555,155,90,1367,15,1386
SAL10643,0,3,17,16,3,40,0,40
SAL10644,0,0,6,0,0,3,0,3
SAL10645,0,6,18,8,10,40,0,47
SAL10646,16,218,235,78,45,599,20,620
SAL10647,0,0,0,0,0,0,0,0
SAL10648,0,15,52,26,18,115,3,120
SAL10649,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,5,0,5
SAL10651,0,0,0,0,0,0,0,0
SAL10652,0,0,6,9,4,18,5,18
SAL10653,21,184,178,83,33,498,0,499
SAL10654,0,0,8,3,0,12,0,14
SAL10655,0,10,11,6,0,30,0,33
SAL10656,0,0,6,3,3,12,0,12
SAL10657,0,10,15,9,7,41,0,41
SAL10658,0,0,0,0,0,0,0,0
SAL10659,132,696,1007,328,186,2339,13,2354
SAL10660,0,8,8,3,0,16,0,16
SAL10661,0,12,7,8,0,24,0,24
SAL10662,0,0,0,0,0,3,0,3
SAL10663,0,10,8,10,9,42,0,42
SAL10664,0,0,0,0,0,0,0,0
SAL10665,0,20,28,9,0,62,4,64
SAL10666,0,18,21,0,0,35,0,35
SAL10667,35,500,445,139,84,1207,15,1219
SAL10668,3,61,80,50,28,217,3,219
SAL10669,36,279,326,91,54,789,3,795
SAL10670,0,6,7,0,9,19,0,19
SAL10671,0,0,4,3,4,9,0,12
SAL10672,0,4,9,0,0,15,0,15
SAL10673,0,18,10,7,3,41,3,44
SAL10674,0,0,0,0,0,3,0,3
SAL10675,0,6,17,6,5,35,0,35
SAL10676,0,0,0,0,0,3,0,0
SAL10677,0,4,4,6,8,21,0,21
SAL10678,0,13,16,8,0,39,0,39
SAL10679,12,156,451,116,59,797,5,803
SAL10680,0,11,15,5,5,39,0,39
SAL10681,16,310,716,302,228,1566,11,1573
SAL10682,0,32,71,34,21,163,3,165
SAL10683,0,7,23,13,12,57,0,57
SAL10684,8,28,44,11,9,98,0,98
SAL10685,0,0,12,8,10,32,0,39
SAL10686,0,8,15,8,5,42,0,42
SAL10687,0,10,26,14,6,56,0,52
SAL10688,0,9,33,13,14,64,4,64
SAL10689,0,5,10,3,4,27,0,34
SAL10690,0,4,11,7,4,24,0,22
SAL10691,3,11,3,5,4,21,3,28
SAL10692,0,5,8,0,5,16,0,16
SAL10693,14,145,174,67,31,427,8,436
SAL10694,0,31,120,77,42,270,0,269
SAL10695,0,0,7,8,4,16,0,16
SAL10696,0,5,13,10,0,32,3,31
SAL10697,0,6,13,6,10,32,0,32
SAL10698,15,281,484,157,93,1026,14,1043
SAL10699,0,4,6,0,3,20,0,20
SAL10700,0,17,19,8,0,47,0,48
SAL10701,0,0,6,0,0,10,0,10
SAL10702,36,225,532,232,173,1203,9,1207
SAL10703,0,24,37,14,16,92,0,91
SAL10704,0,16,7,4,0,26,0,22
SAL10705,0,48,68,27,20,163,0,166
SAL10706,0,26,38,17,11,94,0,94
SAL10707,0,14,25,16,17,71,0,74
SAL10708,0,3,3,5,6,16,0,16
SAL10709,25,287,291,78,32,717,13,730
SAL10710,0,70,133,57,36,298,5,299
SAL10711,0,6,6,0,0,17,0,17
SAL10712,0,0,16,8,15,40,0,45
SAL10713,4,33,54,23,21,130,4,131
SAL10714,0,7,22,9,14,49,0,49
SAL10715,4,0,0,0,0,8,0,8
SAL10716,2050,3089,1055,226,121,6542,174,6721
SAL10717,51,131,126,48,11,367,3,372
SAL10718,173,448,393,122,91,1217,50,1268
SAL10719,0,0,8,3,0,17,3,14
SAL10720,0,0,0,4,0,4,0,4
SAL10721,4,105,189,76,56,428,3,430
SAL10722,0,0,4,0,4,15,0,15
SAL10723,0,4,28,11,14,59,0,59
SAL10724,12,131,270,150,106,669,7,676
SAL10725,0,23,47,28,17,109,0,112
SAL10726,0,0,0,0,0,0,0,0
SAL10727,0,13,14,6,7,51,0,49
SAL10728,0,0,4,0,0,10,0,10
SAL10729,0,3,4,7,6,21,0,21
SAL10730,0,5,4,0,0,10,0,10
SAL10731,158,977,772,242,143,2298,67,2364
SAL10732,0,17,18,4,3,47,4,48
SAL10733,0,58,179,114,95,454,5,455
SAL10734,27,256,324,71,42,720,5,724
SAL10735,0,16,12,3,0,29,3,27
SAL10736,6,0,0,0,0,12,7,16
SAL10737,0,0,0,0,0,3,0,3
SAL10738,1159,2783,1551,539,321,6346,165,6510
SAL10739,196,610,661,342,208,2013,55,2070
SAL10740,0,3,0,0,0,8,0,8
SAL10741,26,292,496,127,44,992,11,1000
SAL10742,0,0,5,7,0,9,0,9
SAL10743,0,0,0,0,0,0,0,0
SAL10744,0,14,22,11,5,59,0,57
SAL10745,0,7,12,4,0,23,0,23
SAL10746,0,0,0,0,0,0,0,0
SAL10747,29,476,665,225,122,1516,10,1527
SAL10748,0,6,0,5,0,8,0,10
SAL10749,10,191,570,139,64,965,8,975
SAL10750,0,0,8,0,3,11,0,11
SAL10751,0,11,17,4,15,47,0,47
SAL10752,0,0,3,0,0,5,0,5
SAL10753,0,7,10,8,6,23,0,23
SAL10754,0,0,0,0,0,0,0,0
SAL10755,0,0,0,0,4,6,0,6
SAL10756,13,318,362,120,70,885,4,890
SAL10757,12,139,128,42,11,329,3,334
SAL10758,0,9,6,5,4,28,0,30
SAL10759,0,5,4,8,4,19,0,27
SAL10760,0,0,3,0,0,8,0,8
SAL10761,0,13,14,4,3,30,0,31
SAL10762,0,12,31,22,18,83,0,83
SAL10763,0,89,187,76,60,407,0,411
SAL10764,0,6,9,3,0,22,0,25
SAL10765,0,0,5,0,0,7,4,6
SAL10766,17,221,287,97,70,692,11,699
SAL10767,175,980,889,250,136,2431,47,2478
SAL10768,0,0,0,0,0,0,0,0
SAL10769,101,458,444,161,104,1267,19,1283
SAL10770,0,22,35,11,0,72,0,67
SAL10771,3,90,320,123,135,670,3,672
SAL10772,38,440,697,270,167,1609,12,1623
SAL10773,0,0,0,0,0,0,0,0
SAL10774,58,625,1557,533,310,3090,8,3101
SAL10775,0,0,9,0,0,12,0,12
SAL10776,0,6,5,0,5,13,0,13
SAL10777,256,1736,849,149,36,3029,27,3054
SAL10778,0,10,0,3,0,16,0,16
SAL10779,831,2955,1741,427,215,6169,138,6303
SAL10780,1130,2181,603,71,29,4016,46,4057
SAL10781,1729,4335,2050,460,207,8779,281,9058
SAL10782,0,0,0,0,0,0,0,0
SAL10783,0,43,32,10,3,84,0,84
SAL10784,30,165,202,52,19,468,0,466
SAL10785,0,0,0,0,3,8,0,9
SAL10786,0,8,7,0,4,18,0,18
SAL10787,0,86,126,34,34,279,10,291
SAL10788,0,0,3,0,0,8,0,8
SAL10789,0,38,115,55,40,244,0,247
SAL10790,314,1094,1101,497,265,3270,70,3339
SAL10791,410,1181,877,336,202,3000,62,3065
SAL10792,4,20,77,36,28,171,0,172
SAL10793,0,8,22,11,12,55,0,55
SAL10794,0,0,3,0,0,10,0,10
SAL10795,34,307,336,152,92,911,15,930
SAL10796,518,1872,895,181,95,3555,49,3613
SAL10797,83,374,114,27,6,616,13,629
SAL10798,0,24,67,28,32,151,0,149
SAL10799,4,7,13,4,0,26,0,26
SAL10800,0,3,0,0,0,10,0,10
SAL10801,0,10,24,16,4,54,0,58
SAL10802,0,0,0,0,0,0,0,0
SAL10803,0,89,87,29,22,236,6,242
SAL10804,3,3,14,10,4,27,0,27
SAL10805,0,18,17,10,10,59,3,58
SAL10806,0,4,8,11,4,27,0,27
SAL10807,0,38,38,21,12,111,4,116
SAL10808,138,1022,923,293,137,2520,30,2542
SAL10809,47,162,210,72,35,526,4,530
SAL10810,50,378,427,159,90,1099,5,1110
SAL10811,33,153,139,43,18,381,13,387
SAL10812,4,33,81,42,26,182,4,186
SAL10813,0,12,24,9,3,52,4,53
SAL10814,512,2352,1774,395,163,5204,48,5257
SAL10815,148,1115,2001,652,462,4386,31,4419
SAL10816,0,0,4,3,5,10,0,10
SAL10817,444,3391,3722,1028,419,9001,94,9101
SAL10818,462,1724,1074,319,126,3707,58,3764
SAL10819,22,155,427,145,88,835,10,846
SAL10820,0,0,0,0,0,4,0,4
SAL10821,0,14,29,9,4,60,4,59
SAL10822,4,25,16,16,0,65,0,70
SAL10823,0,0,0,0,0,0,0,0
SAL10824,0,0,0,0,0,0,0,0
SAL10825,209,492,271,89,73,1127,26,1156
SAL10826,4,18,25,11,9,72,0,72
SAL10827,0,7,14,12,7,44,0,39
SAL10828,0,9,3,0,0,12,0,12
SAL10829,71,361,332,73,18,848,8,856
SAL10830,0,0,4,4,0,7,0,11
SAL10831,0,24,36,20,17,98,4,106
SAL10832,0,4,13,0,0,19,0,19
SAL10833,3,15,29,10,9,56,0,56
SAL10834,0,0,0,0,0,8,0,8
SAL10835,0,0,3,0,0,4,0,4
SAL10836,38,129,164,54,55,438,0,443
SAL10837,220,343,198,54,39,858,36,898
SAL10838,0,14,24,12,5,58,0,56
SAL10839,0,3,6,4,0,13,0,13
SAL10840,9,57,171,139,115,498,4,504
SAL10841,0,0,0,0,0,5,0,5
SAL10842,332,1815,1363,441,218,4169,95,4266
SAL10843,0,16,40,21,17,93,0,98
SAL10844,16,254,393,130,69,868,13,877
SAL10845,0,3,23,19,3,53,0,53
SAL10846,636,4282,5363,1810,1024,13112,111,13224
SAL10847,0,0,19,9,10,38,0,38
SAL10848,19,265,452,157,62,957,5,955
SAL10849,0,52,102,72,117,349,0,349
SAL10850,18,295,537,146,61,1056,7,1057
SAL10851,342,1519,1843,767,419,4895,86,4979
SAL10852,58,397,334,98,51,935,20,957
SAL10853,0,0,0,0,0,0,0,0
SAL10854,0,6,17,8,0,35,0,38
SAL10855,7,149,318,137,153,755,5,762
SAL10856,0,67,158,47,25,302,6,307
SAL10857,0,0,0,0,3,9,0,9
SAL10858,8,40,112,62,95,312,0,311
SAL10859,0,0,0,3,0,7,0,7
SAL10860,0,0,3,4,0,9,0,9
SAL10861,52,467,640,199,121,1483,15,1496
SAL10862,3,13,37,32,45,131,0,133
SAL10863,5,31,41,11,5,87,0,91
SAL10864,44,372,645,442,340,1844,17,1863
SAL10865,3,29,54,52,73,218,3,218
SAL10866,0,4,18,11,7,40,0,41
SAL10867,0,0,12,0,0,13,0,13
SAL10868,0,0,5,0,0,8,0,8
SAL10869,0,38,56,26,16,138,0,143
SAL10870,0,12,30,14,7,65,4,73
SAL10871,0,0,0,0,0,0,0,0
SAL10872,220,593,208,30,7,1073,10,1078
SAL10873,0,0,0,0,9,11,0,11
SAL10874,0,9,3,6,7,18,0,18
SAL10875,0,9,24,15,30,78,0,73
SAL10876,0,45,54,29,6,136,0,144
SAL10877,432,2244,1863,657,332,5540,106,5643
SAL10878,0,0,0,0,0,0,0,0
SAL10879,49,682,335,94,63,1222,15,1239
SAL10880,0,3,7,7,5,29,0,29
SAL10881,0,4,13,4,9,23,0,23
SAL10882,3,18,16,3,0,41,0,41
SAL10883,0,0,0,0,0,0,0,0
SAL10884,333,1861,2141,616,289,5241,58,5302
SAL10885,0,9,11,6,6,28,0,28
SAL10886,0,13,22,10,6,54,4,57
SAL10887,0,6,0,0,0,5,0,5
SAL10888,46,318,345,129,74,910,14,926
SAL10889,0,10,11,3,3,27,0,27
SAL10890,0,9,17,11,8,36,0,36
SAL10891,2056,4979,1834,385,141,9394,126,9524
SAL10892,19,164,215,69,29,497,0,505
SAL10893,4,20,27,6,13,70,0,70
SAL10894,0,17,21,4,0,42,0,42
SAL10895,16,197,325,106,45,686,8,696
SAL10896,0,0,14,3,0,23,0,23
SAL10897,142,1840,2747,779,387,5899,42,5942
SAL10898,441,1387,1303,521,250,3907,101,4007
SAL10899,0,3,5,0,0,10,0,10
SAL10900,123,338,437,155,85,1132,16,1151
SAL10901,0,0,0,0,0,8,0,8
SAL10902,0,13,33,24,20,84,0,84
SAL10903,4,18,37,20,3,87,0,83
SAL10904,107,460,144,61,28,806,20,828
SAL10905,0,0,0,4,0,5,0,5
SAL10906,2194,1251,186,29,12,3670,73,3743
SAL10907,99,786,1172,504,335,2899,47,2941
SAL10908,10,212,826,238,108,1392,9,1406
SAL10909,72,697,367,79,41,1244,7,1253
SAL10910,34,214,301,110,58,716,12,722
SAL10911,6,93,148,52,38,341,3,345
SAL10912,0,7,6,0,0,14,0,14
SAL10913,0,0,0,0,0,0,0,0
SAL10914,8,95,167,79,38,383,3,386
SAL10915,0,16,24,12,7,63,4,68
SAL10916,0,5,0,3,0,8,0,8
SAL10917,41,408,687,292,158,1583,14,1596
SAL10918,0,8,30,17,19,68,0,76
SAL10919,11,157,348,148,119,773,7,784
SAL10920,0,10,11,0,9,35,0,35
SAL10921,3,39,79,49,42,206,0,208
SAL10922,8,79,166,46,24,313,0,312
SAL10923,143,296,177,50,20,688,22,710
SAL10924,0,0,20,10,10,40,0,40
SAL10925,0,4,3,0,0,8,0,8
SAL10926,0,0,0,0,0,0,0,0
SAL10927,76,165,179,65,32,519,8,528
SAL10928,0,9,27,15,16,66,0,70
SAL10929,0,0,4,0,0,8,0,8
SAL10930,0,0,4,0,0,10,0,10
SAL10931,18,195,383,119,48,764,4,769
SAL10932,0,8,7,0,0,10,0,10
SAL10933,0,37,128,75,55,291,0,294
SAL10934,11,125,275,100,59,570,4,577
SAL10935,0,20,36,20,17,90,4,92
SAL10936,0,0,0,0,0,0,0,0
SAL10937,129,872,652,122,42,1815,14,1826
SAL10938,0,86,148,61,35,326,4,328
SAL10939,15,18,26,20,12,87,0,87
SAL10940,0,3,0,0,0,7,0,7
SAL10941,0,8,15,11,8,37,0,38
SAL10942,7,133,322,135,62,662,9,663
SAL10943,0,20,32,14,8,74,0,74
SAL10944,0,0,11,8,6,17,0,17
SAL10945,0,10,0,0,0,18,0,18
SAL10946,0,8,36,15,8,66,3,65
SAL10947,0,0,4,0,3,18,0,18
SAL10948,85,456,461,146,77,1225,37,1257
SAL10949,0,5,10,0,0,15,0,13
SAL10950,11,104,124,51,28,318,8,325
SAL10951,0,0,13,0,4,19,0,19
SAL10952,0,11,12,4,6,29,0,33
SAL10953,12,371,612,231,162,1398,11,1406
SAL10954,0,0,0,0,0,6,0,6
SAL10955,0,3,0,4,4,15,0,15
SAL10956,0,0,0,6,0,8,0,5
SAL10957,0,0,12,3,8,21,0,21
SAL10958,0,22,33,14,9,81,6,83
SAL10959,946,4500,3450,1043,507,10446,220,10666
SAL10960,0,0,5,0,0,5,0,5
SAL10961,0,3,0,0,0,6,0,6
SAL10962,0,3,6,7,0,16,0,15
SAL10963,0,4,6,3,4,20,0,21
SAL10964,14,122,156,70,61,434,12,439
SAL10965,21,210,697,245,108,1280,10,1294
SAL10966,5,112,200,80,47,448,3,452
SAL10967,0,5,7,5,6,20,0,20
SAL10968,0,11,25,8,7,41,0,44
SAL10969,36,77,48,17,12,194,4,192
SAL10970,158,1186,1109,320,189,2956,26,2986
SAL10971,36,318,657,242,184,1440,8,1445
SAL10972,4,31,62,22,22,132,0,132
SAL10973,0,11,12,9,4,33,4,37
SAL10974,0,0,4,0,0,4,0,4
SAL10975,0,5,24,13,11,53,3,57
SAL10976,0,12,33,16,13,71,3,74
SAL10977,0,3,6,6,0,17,0,18
SAL10978,0,21,25,7,9,62,3,66
SAL10979,6,50,93,42,34,221,5,223
SAL10980,0,0,0,0,0,0,0,0
SAL10981,0,0,3,0,0,7,0,7
SAL10982,0,0,0,0,0,0,0,0
SAL10983,0,0,8,0,7,16,0,16
SAL10984,0,17,28,21,32,102,5,104
SAL10985,4,138,256,100,97,599,3,603
SAL10986,0,0,0,0,0,0,0,0
SAL10987,191,1042,1030,371,214,2847,49,2897
SAL10988,0,6,3,0,0,10,0,10
SAL10989,0,3,14,9,7,33,0,29
SAL10990,0,5,5,0,0,13,0,13
SAL10991,0,4,0,0,4,10,0,10
SAL10992,3,58,60,30,16,166,4,168
SAL10993,0,0,6,0,3,14,0,14
SAL10994,0,0,0,0,0,10,0,10
SAL10995,0,10,10,0,0,14,0,14
SAL10996,49,398,594,151,102,1294,8,1298
SAL10997,0,0,8,7,0,20,0,20
SAL10998,0,13,19,8,4,44,0,43
SAL10999,418,1656,1819,615,350,4857,57,4916
SAL11000,202,732,732,236,125,2023,24,2052
SAL11001,230,1025,1296,525,359,3429,67,3497
SAL11002,79,417,389,146,93,1123,17,1144
SAL11003,0,22,47,15,10,95,0,99
SAL11004,0,3,0,0,0,0,0,0
SAL11005,3,21,69,26,11,138,0,135
SAL11006,0,37,49,26,17,136,3,141
SAL11007,0,21,35,15,12,80,0,80
SAL11008,0,30,42,15,13,94,5,102
SAL11009,0,4,4,0,0,9,0,9
SAL11010,91,394,258,98,42,879,10,886
SAL11011,0,9,14,15,13,47,0,50
SAL11012,0,45,50,15,6,116,6,121
SAL11013,29,229,398,152,108,917,12,927
SAL11014,118,556,473,153,89,1387,17,1404
SAL11015,907,3199,1604,332,105,6136,67,6206
SAL11016,0,12,22,16,6,61,0,61
SAL11017,0,6,13,3,3,27,0,27
SAL11018,0,38,85,28,30,183,4,190
SAL11019,239,771,514,128,44,1695,24,1717
SAL11020,0,0,7,4,6,17,0,18
SAL11021,0,0,4,0,0,13,0,13
SAL11022,0,16,25,15,18,75,0,82
SAL11023,0,23,52,24,21,121,0,119
SAL11024,13,134,157,62,50,416,10,424
SAL11025,36,248,314,135,91,820,17,833
SAL11026,0,14,49,18,26,107,4,110
SAL11027,0,0,0,0,0,0,0,0
SAL11028,0,9,18,6,4,34,0,36
SAL11029,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0
SAL11031,0,9,18,12,7,40,0,39
SAL11032,4,36,50,22,24,133,7,139
SAL11033,0,3,7,10,7,28,0,28
SAL11034,0,0,0,0,0,0,0,0
SAL11035,0,0,0,0,0,0,0,0
SAL11036,194,1081,943,303,159,2683,44,2722
SAL11037,0,16,17,13,8,56,0,55
SAL11038,9,148,112,32,16,322,10,332
SAL11039,0,0,0,0,0,3,0,3
SAL11040,0,0,0,0,0,4,0,4
SAL11041,20,55,81,46,28,237,6,243
SAL11042,0,0,4,0,0,3,0,3
SAL11043,72,467,432,157,95,1230,26,1256
SAL11044,87,353,297,95,65,899,31,934
SAL11045,0,0,3,0,0,3,0,3
SAL11046,0,20,30,20,22,94,3,94
SAL11047,3,66,85,33,25,223,6,223
SAL11048,3,17,23,12,7,63,0,73
SAL11049,0,33,52,16,27,133,5,140
SAL11050,0,5,7,0,0,7,0,7
SAL11051,0,36,70,27,18,147,0,147
SAL11052,109,812,927,367,256,2473,32,2507
SAL11053,245,1108,962,304,167,2790,56,2852
SAL11054,0,5,13,6,10,43,0,43
SAL11055,0,5,18,10,3,45,3,46
SAL11056,11,283,446,164,71,974,11,991
SAL11057,0,10,20,6,9,46,0,46
SAL11058,0,16,7,3,3,33,0,33
SAL11059,0,6,10,0,0,15,0,15
SAL11060,0,53,58,15,8,133,0,136
SAL11061,0,0,4,0,3,4,0,4
SAL11062,0,0,0,0,3,3,0,6
SAL11063,21,162,148,75,35,443,13,455
SAL11064,0,21,14,7,0,54,0,54
SAL11065,3,70,115,64,39,291,7,296
SAL11066,0,0,0,0,0,3,0,3
SAL11067,0,3,3,0,3,12,0,12
SAL11068,0,0,27,13,14,60,0,60
SAL11069,0,0,0,0,0,0,0,0
SAL11070,20,248,658,286,222,1432,7,1446
SAL11071,0,0,8,4,3,16,0,16
SAL11072,0,0,19,8,4,29,3,32
SAL11073,13,179,287,91,52,615,20,638
SAL11074,0,4,12,5,7,21,0,22
SAL11075,51,715,1004,268,137,2178,21,2196
SAL11076,0,29,52,23,18,119,3,121
SAL11077,3,17,9,0,0,32,0,32
SAL11078,0,6,0,6,0,14,0,14
SAL11079,0,0,7,5,5,15,0,15
SAL11080,149,987,856,251,120,2369,44,2405
SAL11081,0,0,0,0,0,0,0,0
SAL11082,270,1089,1016,289,166,2827,41,2870
SAL11083,0,0,0,0,0,3,0,3
SAL11084,0,0,4,3,5,15,0,16
SAL11085,0,11,10,4,0,27,0,27
SAL11086,0,8,21,8,6,43,0,43
SAL11087,0,6,0,0,0,16,0,16
SAL11088,0,8,6,0,0,12,0,12
SAL11089,0,3,7,7,7,16,0,19
SAL11090,0,3,15,3,6,29,0,32
SAL11091,0,0,6,4,0,11,0,11
SAL11092,0,0,0,0,0,3,0,3
SAL11093,0,14,36,9,23,92,0,91
SAL11094,0,114,174,51,36,378,16,391
SAL11095,0,0,3,8,3,16,0,16
SAL11096,0,0,4,4,0,3,0,5
SAL11097,9,57,90,35,21,208,0,208
SAL11098,0,5,14,8,5,36,0,36
SAL11099,285,1528,1386,526,266,3998,89,4087
SAL11100,0,4,8,7,6,23,0,24
SAL11101,0,3,6,0,0,4,0,4
SAL11102,0,24,46,25,12,109,0,111
SAL11103,0,18,5,12,16,49,0,50
SAL11104,0,0,7,4,0,8,0,8
SAL11105,197,1415,2068,839,521,5041,75,5115
SAL11106,0,0,0,0,0,0,0,0
SAL11107,0,6,18,6,3,39,0,40
SAL11108,0,0,0,0,0,8,0,8
SAL11109,0,5,13,0,3,23,3,24
SAL11110,0,0,5,8,0,18,0,18
SAL11111,0,0,0,0,0,0,0,0
SAL11112,0,4,11,0,0,17,0,17
SAL11113,682,2862,1244,207,80,5082,42,5124
SAL11114,123,539,307,50,25,1034,9,1045
SAL11115,23,235,246,100,42,635,14,649
SAL11116,121,1005,683,174,111,2094,22,2113
SAL11117,97,250,233,79,36,701,12,710
SAL11118,0,4,3,0,0,11,0,17
SAL11119,149,712,1106,406,230,2599,30,2633
SAL11120,652,3611,2768,617,303,7947,74,8019
SAL11121,0,7,0,4,6,16,0,19
SAL11122,6,9,32,13,9,63,0,61
SAL11123,0,8,12,6,3,34,0,29
SAL11124,45,371,411,151,107,1093,21,1110
SAL11125,0,4,12,7,10,32,5,32
SAL11126,0,11,11,5,4,29,0,29
SAL11127,0,0,3,4,0,9,0,9
SAL11128,4,61,101,32,18,211,4,214
SAL11129,3,60,105,26,22,227,0,220
SAL11130,0,0,0,0,0,3,0,3
SAL11131,0,11,12,4,4,27,0,31
SAL11132,495,1368,404,51,23,2344,23,2364
SAL11133,0,9,7,9,5,25,0,31
SAL11134,0,0,0,0,0,0,0,0
SAL11135,432,1686,1119,296,122,3662,31,3691
SAL11136,430,1585,1299,412,204,3932,33,3966
SAL11137,0,6,4,4,5,22,0,22
SAL11138,0,0,4,0,0,8,0,8
SAL11139,0,25,32,18,17,92,0,92
SAL11140,0,6,0,3,5,8,0,8
SAL11141,6,56,94,42,30,223,3,229
SAL11142,0,6,10,0,3,24,0,24
SAL11143,0,0,8,3,0,8,0,8
SAL11144,8,72,129,69,33,305,6,310
SAL11145,0,20,51,18,19,104,0,110
SAL11146,3,49,32,25,11,117,3,122
SAL11147,58,524,487,131,60,1253,24,1278
SAL11148,19,206,183,78,53,540,12,552
SAL11149,0,19,28,7,9,62,0,60
SAL11150,0,4,3,3,4,15,0,17
SAL11151,0,0,0,0,0,5,0,5
SAL11152,0,5,3,4,0,14,0,14
SAL11153,0,0,0,0,0,4,0,4
SAL11154,0,5,0,0,0,9,0,9
SAL11155,0,149,386,104,67,714,6,715
SAL11156,0,0,0,0,7,7,0,7
SAL11157,0,7,25,8,12,60,0,60
SAL11158,0,0,0,0,0,0,0,0
SAL11159,8,53,38,10,0,110,5,110
SAL11160,10,47,71,40,14,173,3,177
SAL11161,0,6,0,0,0,3,0,3
SAL11162,18,245,274,122,71,725,13,741
SAL11163,0,0,3,4,3,11,0,11
SAL11164,0,18,19,10,3,54,0,53
SAL11165,0,12,22,13,14,70,0,70
SAL11166,0,0,4,0,0,6,0,6
SAL11167,0,9,27,10,4,49,0,47
SAL11168,18,211,332,118,60,740,5,742
SAL11169,0,0,0,0,0,9,0,9
SAL11170,0,69,110,60,35,282,5,283
SAL11171,0,26,59,36,16,139,16,159
SAL11172,0,6,7,4,0,21,0,21
SAL11173,0,30,40,30,15,119,0,123
SAL11174,0,0,0,0,0,0,0,0
SAL11175,0,6,22,12,21,64,4,71
SAL11176,49,502,776,292,161,1784,15,1803
SAL11177,0,73,99,20,9,213,0,214
SAL11178,0,13,24,20,11,61,0,61
SAL11179,0,9,31,16,14,63,3,65
SAL11180,0,5,9,9,4,22,0,22
SAL11181,0,0,0,5,0,3,0,3
SAL11182,0,4,4,3,4,16,0,16
SAL11183,0,9,0,3,5,11,0,14
SAL11184,0,8,18,3,0,30,0,30
SAL11185,0,6,4,3,3,9,0,9
SAL11186,185,231,64,14,6,498,24,520
SAL11187,0,3,11,0,0,18,0,18
SAL11188,0,3,0,0,0,11,0,13
SAL11189,0,15,23,14,10,67,0,67
SAL11190,14,129,107,24,19,296,4,298
SAL11191,0,24,37,26,11,95,0,95
SAL11192,24,351,337,104,19,829,16,843
SAL11193,0,0,0,0,0,0,0,0
SAL11194,0,9,8,7,0,25,0,25
SAL11195,0,15,30,22,14,76,0,79
SAL11196,0,18,28,15,16,82,0,86
SAL11197,0,0,12,12,5,26,3,29
SAL11198,0,4,5,3,4,14,0,14
SAL11199,0,9,6,0,0,15,0,18
SAL11200,32,72,28,0,0,134,6,136
SAL11201,0,3,26,13,7,49,0,49
SAL11202,0,0,6,0,0,3,0,3
SAL11203,280,1446,1541,558,306,4134,47,4180
SAL11204,0,39,50,32,23,146,10,158
SAL11205,0,6,3,4,6,18,0,18
SAL11206,3,23,49,8,17,100,0,98
SAL11207,29,52,45,11,13,142,14,160
SAL11208,0,17,11,13,0,42,0,48
SAL11209,0,10,0,4,0,19,0,19
SAL11210,0,3,11,4,10,26,0,26
SAL11211,0,35,34,11,5,87,0,91
SAL11212,222,967,506,84,28,1802,31,1832
SAL11213,2430,2342,441,67,23,5308,71,5384
SAL11214,3,49,72,21,10,157,0,163
SAL11215,259,383,126,30,11,810,13,820
SAL11216,14,139,153,50,37,397,6,406
SAL11217,0,0,5,0,0,11,0,11
SAL11218,0,6,8,4,11,32,0,32
SAL11219,0,0,17,8,11,40,0,40
SAL11220,0,43,121,53,38,261,4,264
SAL11221,4,167,440,166,95,861,6,869
SAL11222,0,4,4,6,0,14,0,14
SAL11223,62,373,376,123,83,1027,12,1039
SAL11224,17,74,61,4,8,169,0,170
SAL11225,0,10,13,5,9,35,0,39
SAL11226,46,336,377,135,78,960,25,980
SAL11227,0,0,9,0,0,16,0,16
SAL11228,0,0,0,0,0,0,0,0
SAL11229,1101,5054,2726,557,270,9712,156,9863
SAL11230,0,0,0,0,0,4,0,4
SAL11231,0,3,14,14,5,35,0,35
SAL11232,0,0,5,0,0,3,0,3
SAL11233,11,75,67,25,15,193,3,196
