SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL10968,0,0,0,13,12,29,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,29,37,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,0,0,0,20,15,34,11,8,17,58,56,115
SAL10969,3,0,0,62,55,119,0,0,0,0,0,0,0,0,0,39,43,84,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,36,60,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,132,142,274,4,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,196,0,0,0,0,0,0,100,95,196,72,89,155,308,323,634
SAL10970,27,52,75,502,620,1124,0,0,0,24,33,57,0,0,0,992,1097,2089,0,0,0,48,58,104,13,16,28,4,4,6,9,12,21,7,7,5,11,8,24,16,30,40,58,80,134,13,14,24,0,5,5,72,104,179,77,94,169,0,0,0,1839,2176,4017,20,12,31,18,7,28,11,7,17,0,0,0,4,0,6,16,14,25,16,14,33,1667,1589,3255,18,9,26,8,10,17,1687,1610,3295,238,203,441,3858,4090,7944
SAL10971,16,24,42,386,444,835,0,0,0,29,23,55,0,0,0,663,693,1347,0,0,0,49,38,88,0,4,14,9,14,22,6,8,19,4,4,10,7,11,12,14,10,25,36,44,77,0,0,0,4,0,4,45,43,95,33,37,69,0,0,4,1286,1374,2662,4,4,10,11,0,17,3,8,8,0,0,0,3,3,6,6,3,7,6,10,17,961,876,1839,11,4,16,0,0,4,978,881,1858,98,100,202,2401,2409,4805
SAL10972,0,0,3,32,31,64,0,0,0,4,3,8,0,0,0,49,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,4,4,0,0,0,0,5,7,10,8,18,9,10,23,0,0,0,105,124,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,123,0,0,0,0,0,0,65,62,124,6,10,19,183,191,376
SAL10973,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,17,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,45,0,0,0,0,0,0,26,15,45,8,5,15,63,46,109
SAL10974,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,4,10
SAL10975,0,0,0,15,14,27,0,0,0,0,0,0,0,0,0,26,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,8,12,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,59,52,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,44,0,0,0,0,0,0,19,23,44,17,13,30,87,86,177
SAL10976,0,0,0,13,19,30,0,0,0,0,0,0,0,0,0,40,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,0,0,8,8,17,6,5,9,0,0,0,73,82,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,53,0,0,0,0,0,0,36,24,53,26,29,51,129,129,258
SAL10977,0,0,0,4,4,9,0,0,0,4,0,4,0,0,0,16,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,26,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,6,9,0,5,4,30,21,51
SAL10978,0,5,5,8,8,13,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,36,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,3,9,10,7,17,52,39,92,0,0,0,0,5,3,53,47,97,3,8,16,84,82,167
SAL10979,3,0,4,61,65,131,0,0,0,0,0,5,0,0,0,67,63,130,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,4,3,0,4,10,4,4,9,0,3,8,6,0,6,9,4,11,11,9,23,0,0,0,167,168,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,110,229,0,0,0,0,0,0,121,110,236,41,52,100,339,336,681
SAL10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,3,0,3,3,8,15,22
SAL10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3
SAL10983,0,0,0,5,8,10,0,0,0,0,0,0,0,0,0,11,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,13,11,26,0,0,0,0,0,3,15,9,24,3,0,0,41,23,62
SAL10984,0,3,4,28,26,53,0,0,0,0,0,0,0,0,0,21,16,42,0,0,0,4,6,10,21,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,4,0,3,9,0,0,0,80,78,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,71,61,136,0,0,0,0,0,0,71,60,136,20,18,36,175,165,336
SAL10985,0,0,3,177,173,351,0,0,0,14,18,29,0,0,0,184,183,378,0,0,3,6,10,14,0,0,0,0,0,0,4,3,8,0,0,0,5,4,10,7,13,10,6,14,25,5,0,3,3,0,3,21,33,52,26,29,56,3,0,5,456,485,942,0,0,0,4,5,6,3,0,0,0,0,0,0,0,0,3,3,8,3,3,8,368,346,712,3,0,3,0,8,7,372,345,720,43,42,89,884,886,1775
SAL10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10987,49,64,112,476,537,1014,0,0,0,43,40,79,0,0,0,1194,1268,2466,6,4,12,101,117,219,14,24,38,48,48,92,8,7,18,28,20,46,29,36,66,31,32,58,79,92,168,5,6,11,15,21,36,47,64,111,153,165,316,6,5,11,2274,2483,4757,167,162,328,312,272,584,0,0,0,0,0,0,26,17,46,9,15,26,36,33,67,1185,997,2186,10,9,14,3,10,18,1204,1014,2217,364,344,706,4400,4374,8770
SAL10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,5,0,0,4,0,0,0,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,4,9,13,0,0,5,9,17,27
SAL10989,0,0,0,13,7,23,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,33,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,23,0,0,0,0,0,0,12,6,23,5,3,12,53,48,100
SAL10990,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11,0,0,0,22,10,28
SAL10991,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,11,5,15,4,4,4,15,19,31
SAL10992,0,4,5,39,46,83,0,0,0,0,0,0,0,0,0,25,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,3,10,9,23,6,4,9,0,0,0,89,87,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,89,83,166,0,0,0,0,0,0,89,83,169,38,28,65,215,198,416
SAL10993,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,13,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,24,0,0,0,0,0,0,12,15,24,13,14,27,46,45,88
SAL10994,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,3,0,8,4,19
SAL10995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,27,0,0,0,0,0,0,13,18,27,7,5,9,23,18,38
SAL10996,16,25,42,299,324,630,0,0,0,37,34,68,0,0,0,498,535,1029,0,6,11,42,34,76,0,0,5,0,0,4,9,3,7,0,0,7,10,0,7,10,16,28,29,33,60,3,0,3,0,0,0,57,83,134,28,29,58,0,0,0,1024,1109,2129,0,0,0,4,5,10,7,8,13,0,0,0,0,0,0,14,4,21,14,9,21,869,794,1665,4,5,7,0,0,0,875,801,1677,86,75,165,2023,2028,4053
SAL10997,0,0,0,8,3,9,0,0,0,0,0,3,0,0,0,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,26,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,4,6,12,3,6,10,35,31,65
SAL10998,0,0,0,14,10,21,0,0,0,0,0,0,0,0,0,14,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,13,16,0,0,0,0,0,0,37,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39,0,0,0,0,0,0,20,17,40,7,4,11,70,48,117
SAL10999,131,213,340,430,504,930,6,3,7,40,52,93,0,0,0,3190,3408,6606,0,4,4,429,453,888,16,16,35,3,0,4,6,16,24,50,57,105,19,32,48,38,55,95,154,162,311,3,4,8,11,13,26,66,94,160,102,111,215,7,4,6,4570,4994,9564,167,160,326,102,103,205,14,8,14,0,0,0,17,12,36,21,20,40,34,37,72,1730,1690,3424,12,15,24,8,3,10,1752,1710,3463,294,269,566,7058,7490,14551
SAL11000,63,107,168,173,207,382,0,0,0,25,35,59,0,0,0,1217,1306,2522,0,0,0,151,174,326,3,7,8,0,0,0,0,9,10,24,16,36,5,4,18,13,29,44,80,81,165,4,3,6,0,0,0,45,50,91,59,73,134,0,0,0,1807,1997,3805,81,79,160,56,56,107,5,5,7,0,0,0,0,0,0,0,3,9,3,3,10,790,716,1501,0,4,6,0,3,8,798,724,1520,222,178,404,3030,3143,6178
SAL11001,420,475,897,146,153,299,4,0,4,78,77,159,0,0,0,1420,1443,2866,0,0,0,598,638,1237,11,13,26,15,21,36,5,5,12,28,38,67,27,27,55,40,57,102,25,39,62,0,0,3,10,3,13,37,39,75,137,153,289,10,8,15,2590,2725,5315,32,33,71,2098,2014,4107,0,0,0,0,0,0,5,4,10,32,40,75,36,44,82,764,618,1382,5,7,9,3,8,10,767,636,1399,598,597,1194,6544,6520,13066
SAL11002,0,3,3,292,314,605,0,0,0,3,3,5,51,47,98,396,428,828,0,0,0,3,0,3,4,5,13,0,0,0,8,4,13,0,0,0,10,3,15,16,24,32,101,100,198,0,0,3,3,0,8,35,52,85,34,41,74,0,0,0,962,1035,1991,17,13,34,4,3,8,0,0,0,0,0,3,3,3,8,5,0,10,12,7,14,391,316,704,0,0,0,0,0,6,387,319,704,199,219,421,1586,1598,3185
SAL11003,0,0,3,20,16,42,0,0,0,6,6,3,0,0,0,32,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,0,0,0,0,3,8,4,0,9,5,0,4,0,0,0,71,67,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,77,63,137,0,0,0,0,0,0,77,60,136,15,9,29,164,142,314
SAL11004,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7
SAL11005,0,0,6,31,38,75,0,0,0,0,7,6,0,0,0,39,33,78,0,0,0,0,0,0,8,9,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,4,0,3,0,0,0,9,10,19,6,4,14,0,0,0,106,116,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,55,52,105,0,0,0,0,0,0,56,53,112,12,7,24,174,185,365
SAL11006,0,0,0,32,32,71,0,0,0,0,0,0,0,0,0,34,35,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,3,0,0,0,3,3,5,7,12,0,9,9,0,0,0,92,100,188,0,3,11,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,9,11,76,73,150,0,0,0,0,0,0,76,73,150,17,20,43,189,203,394
SAL11007,0,0,0,24,25,42,0,0,0,0,0,4,0,0,0,11,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,46,48,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,93,0,0,0,0,0,0,47,52,97,9,10,19,96,106,206
SAL11008,0,0,0,13,12,22,0,0,0,0,0,0,0,0,0,12,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,87,168,0,0,0,0,0,0,84,87,172,12,9,25,126,129,253
SAL11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,3,5,12,3,0,3,15,11,30
SAL11010,12,22,36,83,89,172,0,0,0,14,16,32,0,0,0,169,199,369,0,0,0,164,155,321,0,8,8,0,0,0,0,0,5,0,0,4,8,12,19,7,12,22,19,11,26,4,0,4,0,0,0,15,27,43,56,82,141,0,0,0,545,613,1164,11,9,17,43,44,88,0,0,0,0,0,0,3,0,0,0,4,8,3,9,12,427,356,791,3,0,0,3,7,9,432,368,798,85,69,154,1138,1133,2267
SAL11011,0,0,0,5,14,26,0,0,0,0,0,0,0,0,0,13,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,3,4,4,0,8,0,0,0,31,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,69,0,0,0,0,0,0,35,31,69,11,6,19,84,71,148
SAL11012,5,4,3,23,29,47,0,0,0,0,3,4,0,0,0,30,24,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,5,0,0,0,3,6,8,0,5,5,0,0,0,67,71,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,57,136,0,0,0,0,0,0,84,57,136,9,9,21,157,140,298
SAL11013,31,60,98,128,144,269,0,0,0,15,22,38,0,0,3,358,418,777,0,0,0,254,283,532,0,0,3,0,0,0,0,0,4,11,14,17,8,8,18,7,8,13,13,20,37,0,5,8,0,0,0,26,28,53,23,29,54,3,3,4,857,979,1835,11,10,18,43,43,87,0,4,4,0,0,0,0,0,0,6,5,6,6,5,6,385,325,712,3,0,4,7,0,3,395,327,720,63,53,115,1404,1479,2884
SAL11014,21,49,70,148,193,343,5,3,6,26,29,55,4,0,10,559,632,1188,3,6,9,59,69,137,6,10,17,18,16,33,0,3,5,11,9,11,20,15,38,22,26,45,24,47,66,0,3,7,7,12,19,40,40,79,61,78,143,3,0,4,1019,1190,2210,151,144,294,125,134,253,0,0,0,0,0,0,24,9,24,3,20,22,22,26,50,489,413,896,7,0,7,7,5,8,500,413,915,127,105,233,1966,2063,4030
SAL11015,49,86,133,488,604,1095,0,0,0,10,22,33,0,0,0,1672,2040,3717,0,0,0,195,252,444,3,7,15,3,0,3,12,19,30,11,10,23,16,19,31,15,33,45,63,64,122,0,3,5,0,0,4,47,57,105,60,87,150,0,0,3,2606,3221,5826,49,41,94,39,37,77,163,194,356,0,6,6,0,3,7,10,15,23,12,19,26,3374,3666,7039,46,36,76,14,27,44,3438,3723,7161,465,498,962,6817,7818,14634
SAL11016,0,0,0,27,10,36,0,0,0,5,0,6,0,0,0,16,13,33,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,10,8,19,0,0,0,0,0,0,66,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,38,0,0,0,0,0,0,20,14,40,5,7,9,88,66,151
SAL11017,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,23,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,23,0,0,0,0,0,0,8,16,23,0,3,3,38,45,81
SAL11018,0,0,0,61,51,116,0,0,0,3,0,3,0,0,0,59,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,0,4,4,0,0,0,6,4,14,0,4,9,0,0,0,146,130,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,103,103,210,0,0,0,0,0,0,106,109,211,33,23,58,286,261,549
SAL11019,15,22,34,166,205,378,0,0,0,17,14,32,0,0,0,254,335,592,0,0,0,12,13,25,0,3,4,0,0,3,0,7,7,0,0,0,11,12,22,6,9,21,29,33,59,0,3,6,5,9,9,26,33,60,14,29,48,0,0,0,543,704,1250,11,0,12,7,9,14,4,0,3,0,0,0,0,0,0,6,6,13,6,6,13,1024,1130,2152,11,10,28,7,8,14,1043,1151,2193,141,118,255,1761,2010,3774
SAL11020,0,0,0,3,4,10,0,0,0,4,8,8,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,6,0,0,0,23,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,49
SAL11021,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,9,7,17,0,0,0,14,18,32
SAL11022,0,0,0,27,21,47,0,0,0,0,0,0,0,0,0,51,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,88,80,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,50,0,0,0,0,0,0,26,29,50,11,14,25,127,120,244
SAL11023,0,0,0,16,15,34,0,0,0,0,0,3,0,0,0,19,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,5,7,18,0,0,0,55,52,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,75,166,0,0,3,0,0,0,92,74,171,18,12,33,163,146,309
SAL11024,0,0,0,204,212,416,0,0,0,4,3,9,0,0,0,126,104,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,4,3,40,33,76,0,0,0,0,0,0,15,5,21,9,6,16,0,0,0,402,385,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,123,128,247,0,0,0,0,0,0,124,128,246,120,107,227,651,613,1262
SAL11025,4,0,9,177,254,427,0,0,0,9,10,17,0,0,0,329,364,691,0,0,0,4,0,5,0,3,3,3,7,8,0,6,4,0,0,0,8,0,8,11,14,26,38,30,69,0,0,0,4,5,10,62,78,139,17,21,40,0,0,0,657,785,1442,7,0,10,6,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,327,324,653,0,0,0,0,0,0,327,331,658,84,62,150,1088,1189,2275
