SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL22037,109,84,77,80,125,98,61,37,25,696,2207,1488,1200,1577,2014,1604,1241,667,316,12314
SAL22038,32,188,97,48,31,26,17,7,9,455,468,2759,1654,724,415,365,321,222,149,7077
SAL22039,11,5,4,6,9,7,6,0,3,51,26,19,12,20,36,30,27,9,4,183
SAL22040,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,9,3,0,0,28
SAL22041,190,135,189,230,171,109,82,53,52,1211,3186,1868,3480,3118,2315,1698,1091,756,653,18165
SAL22042,88,76,80,75,96,75,37,31,24,582,1924,1268,1354,1591,1585,1264,755,458,335,10534
SAL22043,5,4,5,0,5,7,5,0,0,31,9,9,4,3,17,11,18,0,6,77
SAL22044,0,5,0,0,0,0,3,0,0,8,6,4,3,8,3,9,14,0,0,47
SAL22045,0,7,0,0,0,6,8,3,0,24,27,19,10,12,17,25,18,11,4,143
SAL22046,4,0,0,0,0,6,0,0,0,10,25,8,15,19,21,22,19,8,0,137
SAL22047,72,61,43,43,61,53,46,41,19,439,1240,829,703,908,1258,1177,992,497,188,7792
SAL22048,3,0,0,0,3,0,0,0,0,6,8,7,4,8,4,19,9,3,0,62
SAL22049,28,11,9,14,23,35,42,40,15,217,364,205,219,218,352,609,892,578,192,3629
SAL22050,62,36,42,43,41,50,19,10,3,306,701,500,453,468,553,564,406,175,45,3865
SAL22051,0,0,0,0,0,0,7,0,0,7,30,12,10,15,23,24,12,0,0,126
SAL22052,6,4,0,0,0,3,0,0,0,13,28,22,14,23,18,26,29,8,6,174
SAL22053,0,0,0,0,3,0,0,0,0,3,8,6,3,4,14,7,8,0,3,53
SAL22054,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,3,0,0,27
SAL22055,6,4,0,5,6,0,0,0,0,21,15,4,8,20,23,24,20,3,0,117
SAL22056,8,7,0,4,8,17,9,0,0,53,117,65,38,65,96,120,110,44,30,685
SAL22057,3,0,0,3,0,4,6,0,0,16,32,21,6,24,19,23,22,11,3,161
SAL22058,0,3,5,0,5,0,0,5,0,18,20,23,16,9,41,32,8,13,0,162
SAL22059,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,0,3,0,23
SAL22060,0,0,0,0,0,0,0,3,0,3,5,6,3,0,8,14,3,10,9,58
SAL22061,0,0,0,0,6,3,0,4,0,13,5,5,4,3,17,14,19,11,0,78
SAL22062,6,0,0,0,8,4,6,6,0,30,53,18,31,29,39,61,51,33,6,321
SAL22063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
SAL22064,7,9,0,11,8,12,10,6,0,63,72,40,27,56,60,50,37,10,0,352
SAL22065,0,0,0,6,4,0,3,3,0,16,31,29,22,18,34,38,35,18,6,231
SAL22066,0,0,0,0,0,8,3,0,0,11,22,18,20,20,24,57,32,13,5,211
SAL22067,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,14
SAL22068,0,3,0,0,0,3,0,0,0,6,3,3,0,5,5,9,8,12,0,45
SAL22069,4,0,0,0,0,0,0,0,0,4,7,3,0,0,3,0,0,0,0,13
SAL22070,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,3,0,18
SAL22071,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,6,0,24
SAL22072,3,3,0,0,0,0,4,0,0,10,41,21,18,22,22,36,24,3,7,194
SAL22073,5,0,0,4,0,0,6,0,0,15,3,0,3,9,5,8,6,0,0,34
SAL22074,4,3,5,0,4,0,5,0,0,21,66,28,28,42,45,29,20,18,0,276
SAL22075,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,12,8,4,0,36
SAL22076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22077,7,0,0,5,0,5,0,4,3,24,64,25,48,49,38,50,43,27,9,353
SAL22078,0,0,0,3,0,3,0,0,0,6,43,24,6,28,31,27,13,17,0,189
SAL22079,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,18
SAL22080,0,0,0,0,0,0,0,0,0,0,11,7,0,11,3,11,13,6,0,62
SAL22081,3,0,5,3,3,5,3,4,0,26,17,11,15,14,14,21,25,12,3,132
SAL22082,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,7
SAL22083,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,0,16
SAL22084,19,23,7,10,31,35,13,11,4,153,429,426,180,264,464,380,209,117,107,2576
SAL22085,4,0,0,4,0,0,0,0,0,8,13,18,9,14,12,5,9,8,0,88
SAL22086,1086,564,660,814,483,247,140,56,4,4054,18302,7341,9387,14938,8537,4321,2750,990,211,66777
SAL22087,0,3,0,0,0,5,0,0,0,8,17,26,18,7,24,34,34,13,0,173
SAL22088,44,17,18,30,28,50,78,58,21,344,469,239,201,297,373,560,857,556,231,3783
SAL22089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22091,0,3,0,0,4,0,5,0,0,12,13,7,5,15,21,6,17,5,0,89
SAL22092,0,0,0,0,0,0,0,0,0,0,22,0,4,3,8,3,3,4,0,47
SAL22093,5,0,0,0,0,0,0,0,0,5,6,0,5,0,11,6,8,4,0,40
SAL22094,3,0,0,3,4,0,7,0,0,17,45,29,30,36,65,63,61,21,3,353
SAL22095,0,0,0,0,0,3,0,0,0,3,10,3,5,7,5,3,10,0,0,43
SAL22096,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,6,3,3,0,29
SAL22097,0,0,5,0,0,0,0,0,0,5,11,11,7,13,14,7,11,5,4,83
SAL22098,7,8,7,10,3,6,8,0,0,49,125,71,95,82,79,120,108,38,6,724
SAL22099,0,0,0,0,0,3,0,0,0,3,13,7,8,14,5,23,11,10,4,95
SAL22100,3,0,0,0,0,4,0,0,0,7,41,26,23,25,26,29,15,10,0,195
SAL22101,0,0,0,0,0,3,3,0,0,6,22,3,12,22,21,30,30,12,3,155
SAL22102,16,14,4,5,15,16,16,5,0,91,174,93,101,123,158,150,129,76,18,1022
SAL22103,8,0,0,9,5,11,8,7,0,48,37,27,28,32,49,80,98,47,5,403
SAL22104,3,5,9,0,0,3,0,0,0,20,82,47,53,56,51,59,61,14,10,433
SAL22105,54,18,28,20,35,41,56,39,23,314,647,278,279,410,419,521,668,364,163,3749
SAL22106,4,0,0,0,0,5,0,0,0,9,29,13,15,17,15,47,23,8,3,170
SAL22107,168,135,265,267,247,208,139,77,18,1524,2428,1377,2713,3128,2905,2242,1671,924,240,17628
SAL22108,3,0,7,3,3,13,11,3,0,43,18,7,12,15,20,45,60,29,8,214
SAL22109,37,20,12,31,41,88,82,97,78,486,425,271,233,319,460,793,1091,641,202,4435
SAL22110,185,100,93,129,114,116,116,65,23,941,1574,1047,965,1068,1300,1549,1424,755,329,10011
SAL22111,10,9,5,6,3,6,12,0,0,51,116,64,78,85,86,105,121,32,18,705
SAL22112,4,8,5,4,10,6,7,9,4,57,83,69,46,67,110,111,92,24,6,608
SAL22113,0,0,7,0,9,18,18,25,6,83,28,19,24,24,63,157,235,191,38,779
SAL22114,0,0,0,0,0,0,0,0,0,0,17,10,4,10,20,27,27,7,3,125
SAL22115,0,3,0,5,3,3,3,0,0,17,28,36,17,19,42,28,22,14,4,210
SAL22116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL22117,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,11,7,3,0,35
SAL22118,73,96,239,152,103,87,51,54,49,904,1063,1253,3802,2203,1327,1030,751,518,252,12199
SAL22119,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,8,7,0,0,32
SAL22120,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,3,0,0,23
SAL22121,324,222,399,347,302,200,164,101,83,2142,5058,3444,6682,5931,4742,3410,2294,1484,740,33785
SAL22122,21,13,25,17,22,13,19,7,5,142,259,264,390,254,222,219,225,129,48,2010
SAL22123,5,5,9,5,4,9,4,0,0,41,48,21,33,17,36,34,33,12,4,238
SAL22124,20,34,17,11,5,0,0,0,0,87,272,289,267,187,75,16,0,0,0,1106
SAL22125,5,0,0,0,3,5,4,0,0,17,6,8,0,6,3,7,7,0,0,37
SAL22126,5,0,0,0,0,0,0,0,0,5,6,0,5,3,0,7,0,0,0,21
SAL22127,4,4,5,0,8,3,6,0,0,30,52,28,45,31,60,42,22,17,4,301
SAL22128,6,0,0,0,0,0,0,0,0,6,20,0,3,6,3,6,12,0,0,50
SAL22129,11,6,15,7,12,8,15,6,7,87,158,82,85,84,131,101,81,39,15,776
SAL22130,15,6,4,11,12,14,10,3,0,75,110,55,54,72,73,93,75,41,22,595
SAL22131,4,11,7,5,9,8,0,4,0,48,14,31,12,9,34,52,47,25,9,233
SAL22132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22133,0,4,0,0,0,6,0,0,0,10,60,55,40,36,63,57,32,14,0,357
SAL22134,28,26,18,18,32,24,12,7,0,165,425,312,289,283,329,339,243,110,35,2365
SAL22135,6,5,5,12,7,26,28,18,0,107,142,101,75,103,149,293,390,201,64,1518
SAL22136,0,0,4,0,3,4,0,0,0,11,35,16,11,19,39,43,38,13,10,224
SAL22137,7,6,3,6,0,11,10,11,13,67,95,46,51,72,60,114,124,71,37,670
SAL22138,0,0,0,0,0,0,0,0,0,0,19,4,3,11,13,10,18,8,0,86
SAL22139,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,3,6,0,0,26
SAL22140,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,3,7,0,26
SAL22141,0,344,881,642,291,98,16,14,0,2286,0,344,881,647,291,100,20,14,0,2297
SAL22142,3,0,0,4,0,4,4,5,0,20,64,63,25,41,73,74,66,36,3,445
SAL22143,0,3,0,0,0,0,0,0,0,3,14,6,9,12,8,10,12,5,0,76
SAL22144,6,5,4,5,0,9,0,0,0,29,52,32,32,26,42,47,40,26,7,304
SAL22145,0,0,6,0,0,10,13,4,0,33,24,20,21,21,44,102,206,116,27,581
SAL22146,12,6,0,8,3,5,4,6,0,44,50,37,22,46,46,56,51,17,5,330
SAL22147,94,91,64,61,71,89,63,41,8,582,959,609,644,636,648,788,562,297,142,5285
SAL22148,8,11,3,6,5,18,16,0,0,67,167,101,74,87,163,186,169,52,14,1013
SAL22149,4,6,8,0,12,14,12,9,10,75,97,67,33,54,88,151,132,63,24,709
SAL22150,4,7,0,3,6,9,6,0,0,35,9,12,7,10,27,20,21,6,0,112
SAL22151,65,38,48,30,28,26,21,12,4,272,453,369,505,367,322,395,351,179,72,3013
SAL22152,0,0,0,4,0,0,3,0,0,7,7,4,7,6,21,24,21,17,0,107
SAL22153,0,0,0,0,3,0,3,0,0,6,17,4,0,6,13,20,10,3,0,73
SAL22154,3,4,0,0,7,5,6,5,0,30,19,30,25,16,50,64,52,33,4,293
SAL22155,0,0,0,0,4,3,0,0,0,7,30,16,10,18,37,32,18,5,0,166
SAL22156,0,0,0,0,0,0,0,0,0,0,5,5,5,9,3,0,4,0,0,31
SAL22157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22158,0,0,0,0,0,0,0,0,0,0,4,0,6,8,5,8,5,0,0,36
SAL22159,4,0,5,0,8,3,6,0,0,26,18,5,12,14,19,12,5,8,0,93
SAL22160,21,16,12,14,26,29,30,9,7,164,493,378,204,297,410,449,323,119,40,2713
SAL22161,600,433,685,533,531,395,323,260,271,4031,7958,5233,9460,8024,6424,5178,4003,3075,1753,51108
SAL22162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22163,0,0,0,0,0,0,3,0,0,3,13,4,0,11,5,14,10,3,0,60
SAL22164,17,5,4,11,5,21,32,4,0,99,85,58,38,66,88,191,232,79,16,853
SAL22165,0,0,3,0,0,0,0,6,0,9,11,5,12,6,9,8,7,4,0,62
SAL22166,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6
SAL22167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10
SAL22169,3,0,0,0,0,5,0,0,0,8,11,0,0,4,0,6,5,3,0,29
SAL22170,166,220,589,326,231,240,135,68,38,2013,2759,2999,9002,4687,3257,2652,1865,968,397,28586
SAL22171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9
SAL22172,77,43,20,34,55,37,23,17,6,312,851,538,393,539,687,649,483,219,33,4392
SAL22173,0,0,0,0,4,5,0,0,0,9,0,4,0,3,6,9,7,0,0,29
SAL22174,182,115,166,187,135,107,80,57,42,1071,3251,2056,3192,3114,2373,1875,1594,1084,612,19151
SAL22175,113,62,67,93,70,70,52,38,20,585,2063,1162,1523,1660,1435,1195,914,560,250,10762
SAL22176,84,69,32,50,70,63,45,29,14,456,1821,1225,874,1268,1461,1363,1064,668,216,9960
SAL22177,0,5,5,4,3,0,5,0,0,22,52,33,25,30,35,30,39,13,4,261
SAL22178,9,0,9,7,8,9,9,3,0,54,150,87,83,118,170,141,172,44,26,991
SAL22179,19,15,16,14,12,3,4,4,0,87,266,195,320,267,213,138,77,49,15,1540
SAL22180,0,7,4,3,3,7,0,0,0,24,64,29,32,28,48,49,28,15,4,297
SAL22181,7,3,8,4,0,0,0,0,0,22,41,12,16,30,13,26,21,3,0,162
SAL22182,0,0,0,0,0,3,3,0,0,6,0,5,0,0,4,16,19,5,0,49
SAL22183,117,72,92,96,64,54,54,26,26,601,635,336,625,564,370,413,344,129,74,3490
SAL22184,42,23,17,24,36,37,44,44,19,286,445,301,244,266,388,496,480,364,167,3151
SAL22185,0,0,0,0,0,0,0,0,0,0,16,0,6,8,8,18,11,0,0,67
SAL22186,51,34,53,32,38,22,16,3,0,249,582,282,673,441,259,189,126,33,0,2585
SAL22187,0,0,0,3,0,0,3,0,0,6,5,0,0,4,0,5,3,0,0,17
SAL22188,0,0,0,0,0,0,4,0,0,4,0,6,5,3,8,11,11,5,0,49
SAL22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22190,3,3,0,0,0,4,0,0,0,10,32,16,30,14,20,49,29,8,5,203
SAL22191,3,0,5,0,4,4,5,0,0,21,32,26,32,28,32,22,22,8,3,205
SAL22192,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,3,0,0,27
SAL22193,87,54,61,52,43,60,38,25,10,430,1197,642,801,743,816,719,561,269,57,5805
SAL22194,74,29,27,69,47,36,36,15,22,355,1645,887,936,1295,1173,942,759,543,435,8615
SAL22195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,13
SAL22196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL22197,3,5,4,0,0,0,0,0,0,12,26,18,10,9,10,26,18,0,0,117
SAL22198,230,154,147,140,170,162,160,139,64,1366,2159,1326,1453,1518,1734,1946,2103,1526,610,14375
SAL22199,46,24,20,24,19,40,35,19,5,232,281,162,221,181,208,269,247,135,21,1725
SAL22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL22201,0,0,0,0,0,0,6,0,0,6,26,14,9,12,20,27,23,9,3,143
SAL22202,0,0,0,0,0,0,0,0,0,0,9,6,6,8,3,14,0,0,0,46
SAL22203,28,10,8,7,17,9,7,6,0,92,283,149,79,171,219,191,115,24,5,1236
SAL22204,0,0,3,0,0,0,0,0,0,3,4,4,3,5,3,5,3,0,0,27
SAL22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL22206,15,5,7,8,3,3,7,3,0,51,50,25,20,33,26,33,32,15,4,238
SAL22207,261,232,200,179,244,258,141,83,32,1630,5623,4575,3783,4175,5010,5126,3073,1661,554,33580
SAL22208,443,294,241,249,253,141,74,37,15,1747,5533,4188,3314,3204,3329,2574,1249,581,165,24137
SAL22209,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,7,13,3,0,41
SAL22210,4,0,0,3,0,0,0,0,0,7,35,21,10,20,38,28,22,11,6,191
SAL22211,7,0,5,3,4,4,9,0,0,32,20,3,11,15,12,43,35,15,0,154
SAL22212,0,0,0,0,0,0,0,0,0,0,10,8,4,0,3,4,5,8,0,42
SAL22213,0,0,3,3,0,3,0,0,0,9,14,8,6,9,6,10,13,4,0,70
SAL22214,3,3,0,7,7,15,8,10,0,53,78,43,53,48,59,115,73,51,20,540
SAL22215,25,10,17,11,23,38,32,16,4,176,185,90,104,100,195,279,260,147,53,1413
SAL22216,0,0,0,0,0,0,3,0,0,3,10,6,0,9,14,13,14,9,0,75
SAL22217,32,26,13,10,23,30,20,25,3,182,434,235,255,267,314,381,398,214,81,2579
SAL22218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22219,11,3,3,10,7,8,0,0,0,42,54,30,18,36,43,58,62,22,6,329
SAL22220,168,93,116,122,138,151,162,76,40,1066,1370,720,857,967,1290,1480,1564,876,314,9438
SAL22221,0,0,0,0,0,0,0,0,0,0,4,11,0,3,5,4,5,0,0,32
SAL22222,55,41,35,46,66,70,91,65,18,487,769,599,503,579,828,962,1073,783,236,6332
SAL22223,3,0,3,0,0,3,0,0,0,9,15,9,14,6,15,13,9,3,0,84
SAL22224,14,9,0,9,4,10,4,5,0,55,124,88,76,74,82,122,117,39,15,737
SAL22225,0,0,0,0,0,0,0,0,0,0,12,6,3,5,13,11,15,8,3,76
SAL22226,209,161,159,157,169,128,128,75,69,1255,2579,1546,1798,1658,1741,1749,1705,1061,462,14299
SAL22227,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,11,10,0,0,41
SAL22228,0,0,0,0,3,0,0,0,0,3,4,4,6,5,9,9,15,8,0,60
SAL22229,31,17,18,21,34,36,24,20,17,218,264,108,133,202,197,309,297,143,57,1710
SAL22230,0,0,0,0,0,0,3,0,3,6,24,0,7,13,13,25,36,11,0,129
SAL22231,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,0,0,0,15
SAL22232,43,27,18,35,51,42,21,7,5,249,1112,553,421,848,827,718,560,153,26,5218
SAL22233,0,0,3,0,0,3,6,0,0,12,11,6,8,3,22,23,15,3,0,91
SAL22234,103,58,60,81,119,96,79,45,64,705,1731,1213,832,1297,1748,1580,1262,764,488,10915
SAL22235,9,7,0,3,4,4,0,0,0,27,37,18,12,23,29,36,26,10,0,191
SAL22236,0,3,4,5,3,10,0,0,0,25,39,22,19,26,46,70,76,27,6,331
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,5,0,4,4,8,5,3,0,0,29,89,41,43,61,71,107,98,31,7,548
SAL22239,3,11,9,4,6,12,7,0,0,52,143,117,86,105,161,161,135,43,9,960
SAL22240,4,6,0,3,0,0,0,0,0,13,14,13,10,11,18,9,9,3,0,87
SAL22241,27,15,8,14,22,8,7,3,0,104,181,104,97,115,133,113,95,23,5,866
SAL22242,65,43,36,56,53,28,25,21,8,335,1051,833,693,913,885,746,603,272,64,6060
SAL22243,3,3,0,0,0,0,3,0,0,9,15,10,6,6,24,15,18,0,0,94
SAL22244,0,0,0,0,5,0,3,0,0,8,45,31,9,27,50,32,36,14,3,247
SAL22245,0,0,0,0,0,12,4,3,0,19,28,21,23,17,28,48,23,12,4,204
SAL22246,4,8,16,0,7,6,11,8,3,63,92,63,65,48,69,108,96,48,31,620
SAL22247,65,35,56,51,40,45,15,10,6,323,1047,545,639,825,697,644,353,166,44,4960
SAL22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10
SAL22249,278,137,197,236,245,164,100,79,38,1474,3032,1589,2352,2682,2445,2036,1682,1016,385,17219
SAL22250,39,8,10,31,11,12,13,6,4,134,381,191,194,313,331,242,235,135,54,2076
SAL22251,5,3,0,0,9,10,4,0,0,31,44,30,24,42,48,76,76,26,0,366
SAL22252,6,0,0,4,0,7,0,0,0,17,23,14,7,19,17,37,28,3,6,154
SAL22253,0,0,3,0,0,0,7,0,0,10,34,13,14,18,11,16,32,5,0,143
SAL22254,5,3,7,3,5,10,0,3,0,36,43,30,33,29,34,50,22,11,0,252
SAL22255,203,137,118,88,123,90,95,56,28,938,1732,1245,1543,1167,1101,1193,1163,746,303,10193
SAL22256,32,21,53,55,41,32,13,7,6,260,916,413,1013,1039,762,549,267,126,58,5143
SAL22257,0,5,0,4,4,10,5,0,3,31,110,70,35,69,95,120,69,29,7,604
SAL22258,22,22,14,24,16,4,9,7,0,118,317,204,165,259,249,212,151,66,12,1635
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,9,8,0,0,27
SAL22261,5,10,8,0,0,6,3,0,0,32,49,28,24,31,22,30,22,10,3,219
SAL22262,0,0,0,0,0,0,5,5,0,10,33,3,13,16,12,22,15,8,0,122
SAL22263,32,26,23,28,30,29,19,3,0,190,535,327,327,318,347,350,215,109,24,2552
SAL22264,12,11,6,9,15,9,5,9,0,76,184,91,130,120,118,95,56,32,0,826
SAL22265,140,80,101,88,85,99,81,33,29,736,992,788,791,666,805,949,888,474,217,6570
SAL22266,5,0,5,0,0,0,0,0,0,10,42,14,21,23,23,31,27,3,0,184
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22268,0,0,0,0,3,0,0,0,0,3,23,7,17,22,23,13,16,7,0,128
SAL22269,0,0,0,0,0,0,4,0,0,4,0,3,3,0,0,8,10,7,0,31
SAL22270,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,0,0,17
SAL22271,0,0,0,0,4,3,0,4,0,11,66,50,25,50,69,79,55,30,4,428
SAL22272,0,0,0,0,0,0,0,0,0,0,61,30,31,34,34,37,27,11,0,265
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL22274,0,0,0,0,0,0,0,0,0,0,10,8,0,4,19,16,6,7,0,70
SAL22275,749,466,502,434,354,358,255,181,93,3392,6164,3890,4708,3776,3650,3609,3216,2133,928,32074
SAL22276,23,15,8,16,20,19,8,3,0,112,213,144,119,160,173,174,131,54,18,1186
SAL22277,20,22,18,13,15,14,12,18,12,144,639,242,277,368,253,136,83,35,17,2050
SAL22278,6,4,4,4,0,0,0,0,0,18,52,31,27,18,47,45,37,20,3,280
SAL22279,0,4,8,4,0,5,11,4,3,39,82,30,46,45,67,121,150,84,45,670
SAL22280,0,0,0,0,0,0,0,0,0,0,3,5,7,6,0,0,0,0,0,21
SAL22281,24,16,14,18,13,22,9,0,0,116,254,146,152,165,185,188,131,82,21,1324
SAL22282,0,0,0,0,3,14,12,3,0,32,34,10,7,23,33,70,90,40,15,322
SAL22283,9,15,9,7,7,9,8,3,0,67,114,84,67,69,83,77,47,33,8,582
SAL22284,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,16,5,0,0,40
SAL22285,0,0,0,0,3,0,4,0,0,7,13,4,0,13,11,14,21,5,0,81
SAL22286,0,0,0,5,6,9,4,3,3,30,26,9,28,19,38,47,45,31,8,251
SAL22287,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,7,0,16
SAL22288,0,0,0,0,0,0,4,0,0,4,15,12,0,8,20,9,8,4,0,76
SAL22289,0,0,0,0,6,0,0,0,0,6,0,6,0,0,9,8,3,3,0,29
SAL22290,12,9,0,8,8,20,7,5,4,73,89,58,45,67,73,117,78,61,26,614
SAL22291,112,79,50,81,78,45,31,17,5,498,1737,1113,1028,1233,1208,973,485,250,65,8092
SAL22292,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,15,4,0,0,34
SAL22293,7,0,3,0,5,3,4,0,0,22,41,13,13,30,37,34,53,17,6,244
SAL22294,3,0,0,0,0,5,0,0,0,8,46,22,31,34,37,79,45,23,7,324
SAL22295,7,9,0,3,5,5,0,0,0,29,60,47,19,38,67,81,48,5,0,365
SAL22296,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,15,3,0,32
SAL22297,5,0,0,0,0,0,0,0,0,5,14,0,0,8,6,14,4,8,0,54
SAL22298,33,19,10,10,16,9,16,4,0,117,349,284,179,196,247,233,180,72,11,1751
SAL22299,23,19,10,8,10,19,13,5,0,107,247,152,117,149,175,156,133,48,6,1183
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,23,8,8,16,20,19,5,3,0,102,138,75,83,98,123,152,91,43,5,808
SAL22302,23,23,24,18,33,33,13,10,4,181,473,311,429,400,355,362,284,155,40,2809
SAL22303,21,16,9,21,19,25,36,19,3,169,287,172,102,183,217,327,355,175,36,1854
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL22305,190,92,122,77,101,101,79,48,20,830,2189,1315,1571,1429,1449,1586,1234,679,316,11768
SAL22306,26,11,14,17,27,41,64,27,7,234,172,105,89,119,194,335,590,329,68,2001
SAL22307,7,0,7,0,0,8,8,0,3,33,68,45,62,50,50,60,50,32,8,425
SAL22308,22,15,14,15,10,11,7,3,0,97,173,110,179,153,125,125,95,44,8,1012
SAL22309,34,13,18,28,16,11,7,8,0,135,451,171,371,456,305,229,113,55,14,2165
SAL22310,99,75,167,133,138,106,64,61,53,896,1339,1013,2507,1999,1653,1323,903,531,278,11546
SAL22311,320,228,179,193,225,131,102,62,45,1485,5217,3497,3299,3971,3783,2520,1530,795,380,24992
SAL22312,0,0,0,0,9,0,3,0,0,12,27,7,14,12,19,13,23,10,0,125
SAL22313,0,0,0,0,0,0,0,0,0,0,14,6,13,13,6,7,4,0,0,63
SAL22314,177,263,700,366,240,186,141,81,25,2179,1761,2934,8542,4185,2443,2095,1692,1024,360,25036
SAL22315,113,202,605,313,138,113,81,33,4,1602,1348,3307,9417,4209,1741,1313,870,358,65,22628
SAL22316,6,0,0,0,0,0,0,0,0,6,24,10,9,17,17,16,25,12,0,130
SAL22317,0,0,0,0,0,0,0,0,0,0,5,7,3,8,3,9,0,3,0,38
SAL22318,0,0,0,0,0,0,0,5,0,5,6,6,10,3,8,13,6,3,0,55
SAL22319,22,14,23,42,27,14,10,0,0,152,586,228,430,556,436,266,191,93,27,2813
SAL22320,33,31,19,29,24,32,24,23,11,226,550,331,292,363,378,445,381,241,108,3089
SAL22321,0,0,3,0,0,0,0,0,0,3,25,22,14,13,31,38,37,9,6,195
SAL22322,4,0,0,0,4,0,0,0,0,8,14,12,16,9,19,27,12,3,8,120
SAL22323,0,0,0,0,0,0,0,0,0,0,4,7,3,7,3,6,7,0,0,37
SAL22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22325,6,4,0,0,5,0,0,5,0,20,31,31,15,17,53,26,18,13,0,204
SAL22326,9,4,3,0,5,3,0,0,0,24,76,33,29,31,62,47,57,12,3,350
SAL22327,9,4,0,8,5,0,0,0,0,26,43,23,10,26,36,18,12,12,0,180
SAL22328,268,217,373,186,196,176,99,75,40,1630,3214,2953,4535,2990,2524,2332,1821,1197,614,22180
