SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL41348,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,6,8,0,0,18,3,4,16,30,24,56,39,11,8,185
SAL41349,0,0,0,0,0,4,9,11,3,33,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,7,5,8,0,40,0,3,36,39,41,82,76,42,18,341
SAL41350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,11,8,3,0,0,44
SAL41351,0,0,0,3,0,7,20,24,19,84,0,0,0,0,5,0,0,0,0,3,0,9,35,10,18,19,7,10,0,107,26,86,146,94,145,156,118,87,26,883
SAL41352,3,0,0,0,0,3,12,47,53,120,0,0,0,0,0,5,0,0,0,15,0,3,20,16,13,19,27,30,37,167,124,328,507,587,805,792,792,507,280,4733
SAL41353,0,0,0,0,0,8,9,17,13,46,0,0,0,0,0,0,5,0,0,4,0,3,12,17,6,9,9,10,5,83,55,140,340,357,329,383,341,220,96,2264
SAL41354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,5,0,0,24
SAL41355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,7,3,8,14,8,6,0,52
SAL41356,0,0,3,9,4,10,27,38,34,127,0,0,3,4,5,3,8,15,4,40,12,10,17,15,15,10,23,17,13,136,86,331,868,665,547,513,437,256,150,3856
SAL41357,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,3,3,0,22,8,12,33,32,33,65,32,24,8,245
SAL41358,0,0,0,0,0,8,5,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,8,4,22,35,31,32,44,16,3,199
SAL41359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,3,4,4,8,10,3,0,37
SAL41361,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,13,14,21,8,13,4,0,77
SAL41362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,11,12,16,3,0,44
SAL41363,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,14,18,39,51,35,78,102,73,39,13,447
SAL41364,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,5,6,6,6,12,3,0,0,51,15,28,47,77,110,125,88,31,7,534
SAL41365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,6,0,0,20
SAL41366,0,0,3,4,0,5,27,63,101,210,0,0,3,0,0,0,0,4,12,23,3,9,13,21,19,5,15,21,3,101,81,207,486,525,552,570,502,313,169,3407
SAL41367,0,0,0,3,9,0,3,5,0,28,0,0,3,5,4,7,0,3,0,16,6,13,29,18,5,9,9,0,0,78,45,242,684,493,295,212,125,38,3,2143
SAL41368,0,0,0,0,0,0,4,6,0,18,0,0,0,0,0,0,0,4,0,8,0,0,6,8,3,3,5,6,0,36,39,84,117,227,248,203,201,147,37,1304
SAL41369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,9,3,0,3,0,27
SAL41370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL41371,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,4,0,8,11,30,9,6,4,77
SAL41372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,11,3,0,0,34
SAL41373,0,0,6,5,3,13,20,31,15,93,0,0,0,0,0,3,5,6,3,20,4,6,30,11,19,17,6,8,5,110,71,196,639,486,325,324,198,142,52,2427
SAL41374,0,0,0,5,0,0,10,21,15,49,0,0,0,0,4,4,5,4,7,25,4,8,8,5,10,9,4,6,0,52,35,116,213,190,221,207,157,95,42,1274
SAL41375,0,0,0,0,0,6,0,24,24,59,0,0,0,0,0,0,0,3,7,14,4,5,16,11,11,9,16,10,6,91,81,212,356,367,444,497,366,178,79,2591
SAL41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,9,4,3,0,0,24
SAL41377,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,0,23,4,10,25,58,50,58,62,26,3,299
SAL41378,0,0,0,0,0,0,7,14,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,7,0,34,0,8,49,36,55,115,133,100,17,514
SAL41379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,9,0,24
SAL41380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,0,3,0,3,3,4,6,0,0,22
SAL41381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41382,0,0,0,0,0,3,0,10,6,19,0,0,0,0,0,0,0,0,3,4,0,0,9,3,4,0,9,3,0,29,17,50,176,128,116,119,100,52,25,775
SAL41383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,8,9,10,11,10,0,48
SAL41384,0,0,0,0,6,0,4,6,11,24,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,9,16,9,8,72,65,111,196,333,495,372,458,250,86,2371
SAL41385,0,4,16,15,3,8,30,16,8,104,0,4,0,0,0,0,0,0,0,10,8,15,49,42,22,32,18,13,8,204,60,157,546,443,325,317,236,98,22,2200
SAL41386,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,8,4,18,22,29,45,50,24,13,3,217
SAL41387,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,4,8,0,0,24,10,16,36,83,87,58,39,9,0,340
SAL41388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,13
SAL41389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL41390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,16,4,0,42
SAL41391,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,12,4,3,28
SAL41392,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,8,7,8,3,13,18,13,21,4,7,80
SAL41393,0,0,0,0,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,3,21,33,59,86,150,210,163,150,83,30,957
SAL41394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SAL41395,0,0,7,11,5,18,52,76,46,216,0,0,0,0,0,3,3,3,0,10,13,7,38,33,52,36,54,74,47,362,139,354,714,714,919,963,1023,671,220,5727
SAL41396,0,0,0,0,5,6,20,24,22,81,0,0,0,0,0,0,0,0,0,7,3,3,13,13,25,23,15,9,10,110,23,48,151,142,189,242,225,85,50,1151
SAL41397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,13,12,0,0,0,32
SAL41398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,0,12
SAL41399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL41400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4
SAL41401,0,0,7,5,3,13,17,22,17,82,0,0,4,7,0,7,0,4,3,32,9,0,16,17,13,15,13,12,17,101,55,207,484,382,299,298,316,188,74,2297
SAL41402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,0,0,0,13
SAL41403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,12,4,4,0,27
SAL41404,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,13,9,6,0,33,16,38,56,106,104,120,88,40,6,576
SAL41405,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,4,7,0,32,8,17,37,37,45,60,67,25,5,300
SAL41406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,19
SAL41407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,12,22,4,0,39
SAL41408,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,10,18,17,15,6,0,82
SAL41409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,6,0,0,0,27
SAL41410,0,0,5,3,3,3,13,23,5,55,0,0,0,4,0,0,0,0,0,3,11,3,18,8,17,9,6,17,5,83,79,171,467,483,438,393,372,164,29,2596
SAL41411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,7,4,10,3,0,27
SAL41412,0,0,0,0,0,0,4,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,14,19,38,86,76,92,122,69,9,6,517
SAL41413,0,0,0,0,0,3,5,6,0,19,0,0,0,0,0,0,0,0,0,0,3,0,9,4,12,20,17,3,0,69,9,9,18,18,37,71,59,25,10,255
SAL41414,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,3,7,20,19,20,22,21,9,0,120
SAL41415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,5,7,0,0,0,15
SAL41416,0,0,0,5,8,15,35,42,23,120,0,0,0,0,0,0,0,0,0,4,16,10,25,16,37,26,23,32,11,200,49,102,165,154,213,264,239,174,57,1416
SAL41417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,10,5,17,5,6,0,0,45
SAL41418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL41419,0,0,6,0,0,0,4,12,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,5,5,0,39,20,19,29,52,78,79,61,34,5,375
SAL41420,0,0,0,4,0,12,30,83,87,227,0,0,0,0,5,0,0,3,0,11,7,10,18,23,20,26,30,29,24,178,84,168,430,549,605,661,675,412,218,3810
SAL41421,0,3,9,10,8,16,48,45,18,150,0,0,0,0,3,5,7,3,3,24,9,19,32,34,37,17,12,29,0,188,76,186,454,425,443,404,330,195,54,2570
SAL41422,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,5,3,5,5,3,0,34
SAL41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,3,4,7,8,5,0,0,28
SAL41424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,9,4,0,0,0,33
SAL41426,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,8,0,0,23,7,20,23,29,36,54,44,23,6,242
SAL41427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,6,3,20
SAL41428,0,0,0,0,0,8,8,5,3,23,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,4,11,13,0,39,7,25,38,35,79,71,53,31,5,338
SAL41429,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,11,27,46,35,20,17,0,170
SAL41430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL41431,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,3,0,0,19,5,17,18,31,39,46,36,12,0,198
SAL41432,0,4,0,3,8,3,14,33,16,78,0,0,0,0,6,0,0,0,0,10,0,9,11,12,14,18,22,16,10,116,85,206,400,432,474,432,434,292,82,2834
SAL41433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,13
SAL41434,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,5,0,12,25,17,6,6,74
SAL41435,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,18,8,10,21,19,29,11,17,3,0,108
SAL41436,0,0,0,0,0,5,10,5,6,30,0,0,0,0,0,0,0,3,0,5,0,4,9,5,4,3,9,9,0,40,19,65,107,88,160,224,214,105,32,1009
SAL41437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,8,5,0,7,0,21
SAL41438,0,0,0,0,0,5,4,5,3,15,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,5,3,0,18,20,39,80,92,119,124,113,54,16,657
SAL41439,0,0,0,0,0,4,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,20,4,4,15,7,25,28,29,4,4,122
SAL41440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,7,9,0,3,0,0,0,20
SAL41441,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,3,0,20,0,3,8,17,15,32,25,8,5,121
SAL41442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,6,0,11,3,5,10,11,25,37,23,12,0,131
SAL41443,0,0,0,0,0,0,15,19,12,51,0,0,4,0,0,4,0,5,12,21,0,4,8,6,4,8,3,6,4,40,18,114,281,208,193,161,130,58,48,1222
SAL41444,0,0,0,0,0,0,6,9,3,20,0,0,0,0,0,0,0,0,0,4,0,3,4,7,15,5,3,0,0,46,6,32,76,43,101,81,89,26,3,460
SAL41445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,7,15,3,6,0,0,33
SAL41446,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,5,3,7,0,0,0,0,20,6,5,11,33,42,42,35,13,0,194
SAL41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,13,17,25,34,19,7,3,139
SAL41448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,4,0,3,0,35
SAL41449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,8,4,0,0,20
SAL41450,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,7,18,3,3,3,0,36,14,8,15,63,65,39,40,6,0,252
SAL41451,0,0,0,0,0,0,10,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,16,5,3,11,10,12,49,61,16,3,174
SAL41452,0,0,0,0,0,5,9,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,25,0,0,9,4,22,30,84,25,12,183
SAL41453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,4,6,0,0,32
SAL41454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,13
SAL41455,0,0,0,0,0,0,9,4,6,18,0,0,0,0,0,0,0,0,0,3,5,0,9,5,5,6,3,4,4,38,11,25,90,67,57,67,51,26,20,410
SAL41456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,3,0,0,22
SAL41457,0,0,0,0,0,0,3,4,6,19,0,0,0,0,4,9,3,0,0,11,5,8,5,4,9,8,0,0,0,53,26,107,216,111,64,59,49,19,14,652
SAL41458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16
SAL41459,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,7,3,0,0,20,11,9,28,33,35,52,31,10,6,213
SAL41460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,10,3,0,0,33
SAL41461,0,0,0,0,6,0,9,7,11,29,0,0,0,3,6,0,0,0,5,11,5,3,3,9,5,9,12,6,10,61,64,156,237,251,344,353,363,217,77,2070
SAL41462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8
SAL41463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41464,0,0,0,4,6,3,4,11,4,27,0,0,0,0,0,0,0,0,0,3,0,3,10,4,0,14,11,0,4,50,65,160,276,299,377,386,309,154,47,2076
SAL41465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,4,7,11,10,12,6,4,60
SAL41466,0,0,0,0,6,15,45,83,54,193,4,0,7,4,3,8,10,22,17,69,5,12,25,23,14,14,15,15,13,121,75,322,846,586,508,498,302,198,124,3455
SAL41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,16
SAL41468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,9,7,19,16,16,6,0,75
SAL41470,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,13,4,0,0,20
SAL41471,0,0,0,3,3,7,13,47,34,112,0,0,0,3,0,0,0,4,10,13,14,10,14,14,20,11,16,3,3,101,103,297,506,544,610,544,339,242,100,3285
SAL41472,0,0,0,0,3,5,6,29,12,56,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,5,4,9,0,32,31,88,139,168,176,174,111,73,27,984
SAL41473,0,0,0,3,0,5,14,16,21,65,0,0,0,0,4,0,5,3,0,8,0,4,10,5,7,15,14,9,4,61,65,168,434,432,355,416,345,137,104,2456
SAL41474,0,0,0,0,5,0,4,12,0,25,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,6,10,0,0,33,20,23,55,75,78,73,68,20,4,410
SAL41475,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,12,3,3,9,12,25,36,10,3,6,105
SAL41476,0,0,0,0,4,8,17,67,37,129,0,0,0,0,0,0,0,3,0,3,6,0,9,10,14,19,21,29,16,114,18,46,124,157,187,256,342,239,108,1481
SAL41477,0,0,0,0,0,0,3,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,0,0,0,19,6,16,46,31,55,69,28,14,6,272
SAL41478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL41479,0,0,0,0,3,0,0,0,3,14,0,0,0,3,0,0,0,0,0,4,0,0,3,0,6,0,6,4,7,23,37,88,151,150,212,196,211,112,27,1187
SAL41480,0,0,9,7,10,14,25,16,11,91,0,0,0,0,0,0,3,6,0,18,8,15,35,18,30,29,19,18,4,171,79,189,536,413,424,386,259,103,33,2431
SAL41481,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,3,0,16
SAL41482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9
SAL41483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41484,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,5,26,34,26,40,54,50,8,0,239
SAL41485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,7,0,0,12
SAL41487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,7,5,8,0,32
SAL41488,0,0,5,5,5,8,28,26,19,87,0,0,0,3,3,11,0,5,9,27,0,5,11,4,3,13,9,3,7,74,39,169,390,371,306,317,214,111,49,1984
SAL41489,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,26,27,14,19,18,0,0,104
SAL41490,0,0,0,4,5,5,20,40,27,94,0,0,0,0,0,0,3,16,7,33,4,6,15,11,10,21,15,14,7,112,65,251,592,536,552,483,461,261,76,3280
SAL41491,0,0,0,0,0,0,8,7,0,11,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,10,5,11,4,39,36,89,117,118,194,214,192,113,28,1103
SAL41492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41493,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,10,15,15,32,45,41,43,20,3,223
SAL41494,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,3,13,16,3,4,0,45,21,43,102,141,152,137,133,36,9,769
SAL41495,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,25,14,28,59,69,73,92,71,27,15,449
SAL41496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,13,8,0,0,37
SAL41497,0,0,0,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,11,31,62,75,133,149,148,112,89,25,822
SAL41498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,13
SAL41499,0,0,0,6,0,3,10,21,17,65,0,0,3,0,0,0,0,0,3,10,4,5,9,10,8,5,6,7,11,62,61,152,281,326,324,304,270,181,84,1972
SAL41500,3,0,10,12,16,15,49,107,36,240,3,0,4,3,9,14,14,9,0,53,19,12,29,26,18,15,26,56,33,232,136,435,917,887,792,591,672,548,120,5097
SAL41501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,4,0,0,0,14
