SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL11772,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10
SAL11773,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,5,14,18,17,9,20,6,11,97,0,0,0,0,0,0,0,0,17,19,24,12,21,8,7,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,21,23,21,32,19,29,13,10,135
SAL11774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,7,3,0,0,0,40,0,0,0,0,0,0,0,0,9,21,7,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,17,3,0,0,0,50
SAL11775,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,13,26,29,23,14,15,5,0,114,0,0,0,0,0,0,0,0,32,35,25,16,15,7,0,131,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,5,8,6,0,0,29,0,0,0,0,0,0,0,0,5,9,7,8,13,0,0,37,38,44,33,20,27,9,0,167
SAL11776,72,79,51,27,41,19,9,303,40,47,23,19,13,6,13,160,26,45,18,23,26,19,5,168,81,111,73,57,73,42,26,465,0,0,0,0,0,0,0,0,217,282,159,123,158,93,58,1093,0,10,5,3,0,8,0,33,0,3,3,3,4,0,0,15,0,0,5,5,0,0,0,11,6,6,6,3,14,5,0,43,0,0,0,0,0,0,0,3,10,25,21,12,22,14,5,108,232,308,183,132,173,105,65,1198
SAL11777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,5,3,3,7,0,0,20
SAL11778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,17,10,11,12,0,0,57,0,0,0,0,0,0,0,0,15,17,10,11,14,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,17,13,11,14,3,0,71
SAL11780,354,304,159,89,96,56,22,1086,131,58,11,13,10,9,0,229,74,44,23,12,12,6,0,170,477,243,95,51,55,14,5,939,0,7,4,0,0,0,0,4,1033,655,291,164,182,80,31,2436,18,27,13,9,13,12,5,99,20,22,3,8,3,0,0,59,12,8,4,3,5,3,0,39,70,58,37,18,29,7,0,226,3,4,0,0,0,0,0,9,122,121,65,38,52,28,9,440,1151,780,358,209,234,109,37,2871
SAL11781,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,3,4,0,0,29,0,0,0,0,0,0,0,0,4,13,9,3,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,12,11,3,10,3,0,46
SAL11782,0,0,5,0,5,0,0,13,0,4,0,6,3,0,0,12,3,5,3,0,0,0,0,16,88,80,47,35,54,6,0,314,0,0,0,0,0,0,0,0,100,91,52,42,59,6,0,351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,17,10,12,10,3,0,74,0,0,5,0,0,0,0,3,14,17,15,13,16,3,0,81,113,114,60,62,75,8,0,433
SAL11783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,11,9,0,0,0,45,0,0,0,0,0,0,0,3,18,13,13,12,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,14,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,14,17,17,16,12,4,0,0,64
SAL11784,5,8,8,3,7,0,0,30,8,3,4,5,3,0,0,26,12,8,4,0,5,0,0,24,203,171,97,71,70,6,4,630,0,0,5,0,0,0,0,6,232,183,117,79,80,12,5,711,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,42,48,25,13,20,0,0,149,0,0,0,0,0,0,0,3,43,46,29,15,21,4,0,163,275,230,145,93,102,14,8,871
SAL11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,6,3,8,0,5,0,0,20
SAL11786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6
SAL11787,366,447,304,211,213,152,107,1801,169,173,111,68,92,57,24,688,125,115,71,39,57,23,15,445,601,602,334,230,246,128,45,2190,6,3,7,4,0,0,0,21,1267,1342,826,553,613,356,192,5151,29,49,42,24,44,32,28,252,25,48,30,24,34,13,10,171,14,19,15,9,15,8,4,77,84,94,76,59,53,39,17,414,5,8,5,5,0,0,0,25,155,219,169,112,145,88,48,937,1425,1559,998,665,756,439,239,6088
SAL11788,346,297,148,89,135,44,12,1076,69,61,24,21,25,3,0,197,65,57,12,11,17,0,0,165,517,496,304,206,240,47,17,1827,15,6,3,5,5,0,0,24,1011,910,499,332,426,95,28,3294,32,33,29,19,22,13,3,150,26,32,15,9,14,0,0,100,7,9,6,4,5,0,0,31,138,176,108,75,88,13,4,597,8,14,8,7,4,0,0,40,215,265,164,111,130,25,7,917,1223,1175,660,443,553,116,38,4211
SAL11789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,19
SAL11790,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,14,17,6,5,7,0,0,51,0,0,0,0,0,0,0,0,13,17,13,9,5,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,13,9,5,0,0,67
SAL11791,0,0,3,0,0,0,0,12,6,6,0,5,0,0,0,19,3,3,5,0,10,0,0,24,43,46,29,19,28,20,6,186,0,0,0,0,0,0,0,0,51,56,37,29,39,20,8,246,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,4,4,0,0,23,0,0,0,0,0,0,0,0,6,3,3,4,8,0,0,32,54,62,49,37,48,24,8,275
SAL11792,0,5,0,7,0,0,0,12,3,0,0,3,0,0,0,10,0,3,0,0,0,0,0,13,28,38,19,14,20,4,0,125,0,0,0,0,0,0,0,0,36,45,26,20,24,9,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,11,37,46,22,19,28,11,7,174
SAL11793,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11
SAL11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11796,891,729,396,240,346,209,137,2955,280,239,179,102,132,73,14,1003,130,90,65,40,37,16,4,379,307,212,110,45,76,27,10,786,21,17,5,4,0,0,0,53,1622,1290,750,438,590,322,167,5176,86,130,76,72,121,75,40,595,70,60,43,26,36,12,7,253,22,27,17,18,24,7,0,119,73,66,28,33,35,11,7,249,4,9,4,5,0,0,0,31,260,299,166,154,217,103,52,1250,1882,1584,918,587,805,429,221,6430
SAL11797,156,159,117,57,80,47,33,650,88,82,38,26,18,15,5,276,35,38,28,10,17,3,0,139,111,74,39,22,33,14,4,297,0,0,0,3,0,0,0,10,396,364,223,114,155,83,47,1375,13,23,26,11,29,13,4,114,8,26,14,3,10,0,0,57,5,0,9,4,4,6,0,20,27,21,12,11,12,3,3,89,0,4,4,8,0,0,0,24,47,81,59,33,54,27,7,310,443,444,279,147,210,113,55,1685
SAL11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,14,3,5,0,0,57,0,0,0,0,0,0,0,0,20,13,14,3,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,12,0,3,0,0,37,0,0,0,0,0,0,0,0,8,15,12,0,3,0,0,37,28,29,20,7,9,0,0,100
SAL11799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,16
SAL11800,0,0,4,0,0,0,0,12,3,0,0,0,0,0,0,13,4,8,0,0,0,0,0,8,97,130,67,52,49,9,0,402,0,0,3,0,0,0,0,0,107,139,71,52,45,5,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,31,57,28,22,20,0,0,154,0,3,0,0,0,0,0,4,35,57,30,28,19,0,0,166,139,195,104,78,66,6,0,597
SAL11801,0,5,4,0,0,0,0,15,5,13,8,3,3,0,0,39,0,4,4,0,3,0,0,17,66,81,53,34,43,7,0,288,0,0,0,0,0,0,0,0,72,99,68,39,51,9,0,355,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,12,0,6,0,0,0,0,0,4,7,11,6,3,3,0,0,30,0,0,0,0,0,0,0,0,9,16,5,14,4,0,0,49,84,115,76,54,62,9,0,403
SAL11802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,0,6,4,0,22,0,0,0,0,0,0,0,0,4,9,10,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,10,0,7,4,0,28
SAL11803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,21
SAL11804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL11805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9
SAL11806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,36,23,12,8,0,0,102,0,0,0,0,0,0,0,0,28,37,20,12,8,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,16,35,46,28,9,9,0,3,127
SAL11807,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,10,21,12,10,10,0,0,67,0,0,0,0,0,0,0,0,19,22,13,11,10,0,0,75,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,5,4,0,0,3,0,17,23,27,12,12,14,3,0,87
SAL11808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
SAL11809,4,3,0,0,0,0,0,12,4,3,0,4,0,0,0,8,0,3,0,0,0,0,0,9,70,71,32,21,30,12,0,225,0,0,0,0,0,0,0,0,78,75,32,17,34,12,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,9,8,10,0,0,52,0,0,0,0,0,0,0,0,17,16,9,8,11,0,0,55,87,93,43,30,40,9,0,313
SAL11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SAL11811,3,0,0,0,0,0,0,10,3,7,5,0,4,0,0,28,3,4,7,4,7,4,0,22,54,65,29,28,38,14,0,231,0,0,0,0,0,0,0,0,70,83,37,34,45,16,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,6,0,8,5,0,22,0,0,0,0,0,0,0,0,0,7,14,0,6,5,0,32,70,92,53,41,53,20,4,327
SAL11812,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,3,4,3,0,0,0,11,5,11,9,6,7,0,0,35,0,0,0,0,0,0,0,0,12,18,13,8,8,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,17,16,19,13,6,8,0,3,72
SAL11813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,0,0,14,0,0,0,0,0,0,0,0,4,0,6,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,6,3,3,0,0,21
SAL11815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,6,7,0,0,23,0,0,0,0,0,0,0,0,4,5,6,6,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,8,12,0,0,33
SAL11816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,13,10,4,3,0,0,36,0,0,0,0,0,0,0,0,3,13,10,8,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,8,7,0,0,43
SAL11817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11818,21,26,9,12,14,0,0,83,14,13,5,7,3,0,0,51,33,26,11,5,4,0,0,80,485,480,271,177,163,28,9,1607,0,4,0,0,0,0,0,5,554,550,299,201,185,32,9,1830,0,3,0,0,0,0,0,4,6,8,3,0,3,0,0,23,3,4,4,4,0,0,0,11,116,179,111,60,39,4,0,512,5,0,0,0,0,0,0,13,137,187,117,69,48,5,3,568,690,743,418,268,232,33,7,2391
SAL11819,6,0,0,0,0,0,0,6,9,3,3,0,4,0,0,15,7,5,3,0,0,0,0,12,46,57,21,16,13,0,0,157,0,0,0,0,0,0,0,0,59,69,27,15,16,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,17,68,74,35,15,16,0,3,208
SAL11820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,0,6,0,0,22,0,0,0,0,0,0,0,0,6,8,8,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,0,6,0,0,22
SAL11821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,16,0,0,0,0,0,0,0,0,0,5,11,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,9,0,0,18
SAL11822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,0,0,9
SAL11823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,16
SAL11824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,4,5,0,3,46,0,0,0,0,0,0,0,0,11,11,10,4,5,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,7,3,5,0,3,55
SAL11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL11827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,17
SAL11828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,10,4,4,4,0,26,0,0,0,0,0,0,0,0,0,7,13,4,6,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,10,6,4,0,32
